Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
25573,-1.628783,1.537064,-2.613904,2.800731,-1.641868,-1.546545,-2.185476,3.04367,-2.213187,-3.696432,2.638451,-3.451606,1.697089,-1.674365,-0.363614,-3.90778,-7.529919,-2.263107,1.588701,-0.164492,0.808496,-0.459447,-2.515288,-0.147473,0.34594,-0.251,0.237106,-0.361312,46.11,1
146023,-1.132541,3.4885,-6.252425,4.47417,0.345412,-1.912998,-10.174674,0.553048,-5.745206,-11.534744,4.296095,-10.758859,-0.7317,-9.360933,0.565817,-8.002369,-13.194709,-5.558802,0.367785,0.230544,1.747883,0.384747,-0.687867,0.628317,0.4671,0.295185,0.444542,0.606283,0.01,1
28794,0.908765,6.25548,-5.43347,8.146085,-1.028716,-2.339493,-5.478687,3.073954,-5.719512,-5.135139,3.766441,-7.748397,1.410042,-9.890442,-4.119619,-3.442748,-6.672186,-2.270315,-2.218709,1.388901,2.172849,-0.882351,-1.720368,-0.626956,1.581976,0.672376,0.882996,1.108583,4.1,1
15871,-0.625339,3.441629,-3.014539,3.700918,-1.986421,-0.513218,-4.656069,-0.020181,-3.404962,-8.745802,4.703981,-6.105568,0.689403,-7.661656,-0.268933,-4.243333,-5.298674,-1.982745,0.832435,-0.771603,0.493958,0.447308,-1.311695,-0.344989,0.075049,0.320372,-0.451272,-0.228411,206.53,1
40356,0.908456,1.241955,-1.129742,4.094781,2.320935,-2.837786,-0.523611,0.826817,0.396029,-4.11525,4.705433,-7.159589,-0.189165,-8.468301,0.232557,-1.550412,1.326626,1.440173,2.172389,0.094718,1.049427,-0.531068,-0.698188,0.021557,0.163879,0.640444,0.177709,0.348346,41.43,1
23280,-3.280817,5.088514,-2.402046,3.794797,-1.552498,-2.133191,-3.417053,0.723127,-2.657648,-4.565652,2.349359,-5.255451,-1.282645,-7.806888,1.279366,-2.87489,-4.367068,-1.4264,0.007595,0.609194,0.439942,-1.066112,1.934945,0.396217,0.82193,0.71367,-0.449371,0.493164,13.89,1
97859,-5.828847,0.875864,-2.470695,5.93651,-0.334376,0.556562,-3.275182,-0.794622,-0.838834,0.890522,1.598637,-3.720773,-0.098756,-1.820063,0.629495,-1.713451,-4.750162,-1.359284,0.564397,0.523511,0.785376,-0.513167,5.526376,-0.212717,-0.523537,0.468766,0.486713,0.314823,12.41,1
35722,-1.16142,4.803941,-7.463024,7.666673,-4.33797,-2.244475,-4.476548,0.354567,-4.834964,-9.38573,9.648715,-15.263878,1.048193,-14.740848,2.393654,-11.378206,-15.349174,-6.305833,4.454924,0.069555,0.330252,0.692084,0.094218,0.329817,-0.802905,0.715043,2.961718,-0.055046,61.26,1
84270,-7.181329,2.533353,-0.617911,3.189657,-1.988276,-0.029765,-9.65653,-2.029062,-0.11143,-2.15576,2.057815,-2.772345,-0.413092,-0.35916,-1.065936,-1.43245,-2.716485,-0.907155,0.013584,0.083864,0.201804,-0.073434,-0.363695,0.647765,-0.334683,-0.098654,-1.630706,-0.35394,0.03,1
143725,-2.637849,1.642356,-7.200149,5.261775,-3.169516,-3.519496,-5.57318,4.141582,-3.961858,-13.485618,6.847921,-14.921238,0.458932,-12.126341,-0.905824,-11.31057,-16.196255,-6.698872,1.519594,1.05257,0.396007,0.746105,-0.423041,-0.060065,-0.285878,0.019786,1.498842,0.183714,16.98,1
63559,-0.679454,-1.199729,-3.538224,3.214109,-2.845895,0.201602,-2.508969,0.800735,-0.21178,-5.491175,3.913103,-5.20008,-1.043324,-6.327522,1.083625,-5.663684,-7.960831,-3.853382,0.703022,0.777574,1.632205,0.579137,0.388198,-0.588469,-0.192406,0.176492,4.065278,0.516434,227.02,1
11402,-5.466638,12.219721,-17.466907,2.895711,-7.737435,-4.782574,-6.579512,2.570835,-3.482996,-8.334458,4.608883,-6.358473,1.844688,-7.027312,1.825384,-3.155599,-4.231676,-2.297674,-0.173912,0.023889,0.652071,-1.925889,-0.6506,-0.891678,0.664564,-0.263927,0.366067,0.172731,46.59,1
11127,-0.976821,3.924788,-8.286471,3.344238,-1.737647,-3.871535,-0.443617,6.789394,-0.295045,-4.858509,5.292125,-8.829733,-0.265071,-11.707173,0.254807,-4.137149,-2.171853,-0.615409,0.02794,-0.017328,7.154109,-1.335604,-0.346078,0.237203,1.213701,0.321045,-0.097942,0.686011,22.71,1
139646,-14.506802,17.452013,-15.648888,6.290343,-14.405469,-0.445244,-34.454975,-0.634986,-5.69983,-15.354222,4.817803,-14.693535,-0.579985,-5.837584,-1.300542,-10.193962,-20.253892,-7.422232,1.727182,-0.170317,-0.105075,2.778179,-0.615029,0.660335,-1.871119,-0.236166,-1.064235,0.016153,0.35,1
146776,-5.666508,2.862993,-4.804137,0.381302,-0.127745,-1.915003,-2.372903,-27.554551,-1.231612,-5.184381,-1.031917,-2.34155,-1.641269,-0.013757,-0.396938,-0.881687,-0.165728,-0.325346,-0.456089,0.314168,-0.588415,0.602871,-0.473588,0.497094,0.206351,-0.202349,-4.952446,-0.215939,16.0,1
12103,-6.087916,7.005437,-20.679883,6.228573,-4.844912,-8.835018,-4.125977,35.270076,-4.217068,-16.012945,12.114219,-19.242029,3.163543,-20.747607,0.56076,-11.913747,-17.952209,-3.955006,2.795963,0.38682,4.063894,0.2889,-0.161727,-0.415604,1.298575,0.90582,2.196532,0.508049,102.29,1
94043,-4.169854,11.604826,-8.399141,8.535971,-2.475061,-1.617227,-9.272387,-0.445731,-4.259489,-9.350582,7.282096,-12.676784,-1.324319,-12.64393,-0.56375,-3.215624,-3.944055,0.058614,-0.578591,0.35248,0.249481,0.169908,0.637881,0.177719,-0.066909,-0.21499,-0.06617,0.140771,1.6,1
161269,-1.284829,1.576,-5.357213,6.931569,0.723616,-2.809518,-7.578328,1.082234,-3.019153,-3.506209,5.653959,-4.782638,0.029624,-11.136707,1.256695,-3.714647,-5.037307,-0.354657,2.801671,0.567514,-0.364888,0.706555,-0.585179,-1.061305,-0.050173,0.081305,1.295087,-0.031708,49.54,1
159469,-5.652915,3.381175,-6.209777,5.152415,-1.685977,-0.357801,-2.604525,-1.791688,-5.449615,-5.557022,-0.899996,-1.245275,-0.086359,-1.8482,-1.240547,-1.34024,-2.087427,-1.780147,-1.071788,0.864513,-1.260642,0.894836,0.272593,0.568958,-0.476808,-0.51418,-1.225209,-0.005246,36.1,1
16449,-2.322776,3.095718,-4.932858,3.270026,-11.95621,-1.4014,-2.78951,5.696751,-6.014151,-5.667111,1.201371,-3.063732,1.140067,0.02499,1.112533,-2.726646,-9.254833,-4.038924,1.358325,0.884467,-0.795666,2.347653,0.06034,0.5422,0.664625,0.688528,0.645171,-0.42598,215.01,1
166961,-1.855419,0.064513,-1.506315,1.552281,-2.645686,-0.608848,-0.59337,0.365731,-0.645952,-1.98942,-0.146431,-0.251445,-0.003784,-1.40026,0.274482,-1.930822,-4.012001,-1.787839,-0.497464,0.262578,-0.279814,-0.188416,-0.217394,0.583947,-0.605318,-1.14941,0.428304,-0.531835,32.0,1
66691,-1.711061,6.56709,-6.653395,8.151135,-5.177078,-0.812699,-1.772628,0.639353,-2.888498,-10.022354,6.833616,-11.695886,1.186513,-12.148684,0.369615,-6.764108,-8.018902,-2.391676,2.318737,-0.212243,0.6385,0.88079,0.081447,0.260807,-0.434284,0.04551,0.689841,-1.006913,117.71,1
59692,-16.041572,21.286437,-28.578483,8.49298,-5.440445,-1.33953,-19.050802,-0.570213,-3.585394,-7.160632,10.379636,-12.368549,-0.087836,-13.558325,-1.515093,-6.06977,-9.85938,-1.998542,0.007798,0.550119,1.577224,-0.951515,0.633309,-0.036011,0.105595,0.446522,3.028556,1.163843,4.59,1
172792,3.333487,-1.659361,3.216473,-0.503929,1.73715,1.790978,3.311592,-1.6903,2.636882,0.911083,-0.875608,0.594947,-2.50952,-1.385878,-0.089726,1.121985,1.727086,1.266923,-1.496868,-0.503426,0.661981,0.758177,1.037898,-0.861632,0.373674,-0.410665,-0.334007,0.472978,21.86,1
94643,-23.012505,6.248543,-19.418299,7.718373,-4.223156,-0.700572,-9.268894,-0.117647,-4.120075,-6.355176,2.363084,-5.23242,0.510245,-7.318304,0.266478,-5.457851,-4.843172,-2.970932,2.404987,0.244898,0.459748,0.163993,10.8282,-1.153905,0.160949,0.766312,0.228619,0.036971,106.89,1
131953,-0.703215,3.286051,-8.22055,3.865488,-1.212794,-1.43351,-2.72771,0.710479,-0.879137,-7.679362,4.85679,-7.325311,-1.20664,-11.910692,-0.516408,-3.261962,-2.673676,-0.127237,-0.365095,0.81408,1.267477,0.084331,0.667596,-0.481514,-0.637303,-0.466468,0.229839,0.723769,129.11,1
154275,1.059445,6.349134,-7.43282,6.34763,1.747404,-1.68816,-1.856551,-54.074623,-3.889302,-4.623557,4.624865,-4.308663,-0.270111,-9.313801,-2.449356,0.242696,4.163927,1.456919,-1.856635,1.217419,-33.57843,-0.1574,0.423359,-0.520048,0.478913,0.281618,0.109135,0.012567,0.03,1
150253,6.875142,-10.884685,6.05472,-0.552716,13.228285,0.464716,7.370207,-3.300723,2.8108,4.350027,-0.695865,2.017257,-2.067188,-1.92331,0.300581,3.6372,6.533843,3.923177,-1.559032,-0.21476,0.919805,-1.311653,-0.63017,-1.389482,0.839692,0.487505,2.172009,0.920779,2.55,1
131675,-28.296218,20.21444,-27.530093,10.403362,-14.260788,-1.103486,-33.554382,0.260777,-7.174396,-12.894792,5.653506,-13.100673,0.514112,-9.989412,0.133013,-10.027762,-16.240916,-6.571572,2.793694,0.740444,2.93571,0.194595,2.138798,0.701675,-0.237555,-0.159705,0.408348,0.735996,1.88,1
138184,0.390399,-7.657336,0.681801,-0.291212,1.593016,2.775854,3.499802,-18.380604,1.545281,1.631027,-0.96606,2.284111,-0.250833,2.227692,0.724505,1.508717,3.773781,1.411124,0.452618,-0.74136,-0.822556,0.201822,4.77579,0.307638,0.038205,-0.180612,0.891611,-0.122169,121.72,1
76383,-9.567458,6.416432,-24.853105,9.398072,-3.645591,-2.405978,-17.4306,1.154024,-4.439671,-7.922492,5.88302,-6.473095,-0.998102,-5.518031,-3.884384,-2.924159,-5.382375,-2.490458,-2.32955,0.966102,-0.441075,-0.96514,-0.005731,-1.035334,0.994146,-0.106797,0.885643,-0.0453,0.01,1
71327,-8.113632,3.241988,-9.399167,7.800241,-4.518264,-0.77196,-7.655562,1.056855,-3.05814,-5.394376,3.589554,-8.220539,0.027367,-5.812916,0.301911,-6.891252,-10.911039,-4.20022,3.148024,0.696645,1.776428,0.594804,-0.138193,0.228899,-2.012886,-0.164675,0.421931,0.163592,212.11,1
149228,-2.881617,-0.488551,-1.370939,2.725168,1.459896,-1.839782,-2.933657,0.479375,-1.147623,-0.665676,1.97196,-0.374672,0.452058,-4.803056,-0.748598,-2.250824,-7.324618,-3.203814,0.873987,-1.456852,0.515195,0.050803,-0.440907,-0.060707,-0.030125,-0.183473,0.782207,-0.337478,555.22,1
161291,-4.997092,1.556072,-6.459609,7.991262,0.800414,-0.801382,-5.665875,-0.426389,-4.521657,-3.603512,2.319326,-4.16685,0.171943,-6.958648,-0.826284,-2.330126,-2.84922,-1.43197,0.297023,1.099973,-0.638956,0.821444,-0.232154,-0.69814,-0.74661,0.696777,0.338052,0.435298,173.96,1
24280,-4.886225,1.815648,-5.616133,1.413834,-13.396684,-0.123245,-3.068969,3.327129,-0.884243,-5.938866,3.200472,-4.485589,-0.548089,-5.660717,1.124885,-5.638687,-11.012365,-3.644122,2.607095,-0.831117,1.866456,0.076796,-0.187637,-0.701925,0.033799,-0.005802,1.998135,-0.198308,299.36,1
105233,-22.233477,4.459985,-13.301472,3.574937,-5.869637,-3.437454,-9.009944,0.778948,-2.029465,-6.234865,2.842183,-8.214757,-1.911518,-7.591784,-0.926411,-6.014047,-10.156577,-3.842753,0.087226,-0.119353,3.506796,-0.224017,0.330012,0.878089,-0.482558,-0.034413,-0.01069,0.645487,46.73,1
134833,-2.441249,1.236397,-2.198313,3.845627,3.683832,-2.487708,-0.355001,-0.351576,-2.439631,-1.735009,-0.074921,-1.977582,0.066981,-4.106913,-0.20247,-0.224422,-0.027808,0.246241,-1.274298,-0.108069,0.411291,0.014688,-2.074585,-0.022688,0.41243,-0.074242,0.240436,0.266245,0.61,1
52469,-9.517628,3.790508,-4.504143,2.668124,-7.060399,-1.676957,-5.555188,-0.595316,-4.095702,-8.542847,0.393477,-3.886946,-0.309425,-3.330401,1.435754,-4.854673,-9.858231,-5.046635,0.322146,0.542134,-1.303991,0.511916,-0.072287,0.859308,-0.148773,-0.664231,0.110011,-0.265981,89.28,1
85784,-3.579351,-0.415217,-0.068918,-0.169805,-2.274777,-0.127566,0.53125,0.666935,-0.506433,-2.17579,0.221965,0.903694,1.278154,-2.349664,-0.382736,0.668123,-2.129065,-1.388385,-2.39557,0.372634,0.649213,-0.711826,-2.138859,-0.568083,2.207499,0.355425,0.886562,-0.424761,264.9,1
44011,-2.486354,5.417712,-6.228783,6.651929,-2.118282,-2.895146,-5.23908,3.214691,-5.943141,-12.882771,9.892485,-17.361347,-1.574625,-16.354584,-0.655683,-12.303483,-20.671949,-8.036165,1.356418,0.520656,13.14651,-1.516479,0.147825,-0.236089,1.950287,1.073698,0.81511,0.413854,0.08,1
156725,-3.008881,1.763042,-5.798327,5.344961,-0.036583,-1.231007,-2.929878,0.085694,-3.393966,-3.795408,1.791514,-2.815279,-0.327041,-1.524163,-1.071955,-2.438268,-2.378582,-1.74854,-0.074889,0.524733,-0.370614,0.949892,2.089552,0.071251,-1.178033,-0.603669,-0.734145,-0.424369,14.63,1
104430,-1.635037,0.570859,-3.045992,3.884464,-0.430193,-1.718263,-4.919133,-0.469405,-1.326297,-2.037961,1.374645,-3.279708,-0.160912,-1.292544,-0.365141,-2.221654,-2.182595,-1.893247,-1.745635,0.458802,-0.120313,0.819793,1.309493,-0.146296,-0.157463,0.378588,-0.003297,0.066526,55.59,1
41508,-16.51778,15.562726,-23.058853,5.435664,-10.386602,-0.916631,-16.106155,0.949408,-3.791983,-10.738698,4.064212,-6.939628,0.91242,-6.375579,0.601607,-7.538196,-9.045189,-5.099564,1.223926,0.461986,1.291919,-0.788174,-0.276491,-1.298248,0.21371,0.041921,0.948819,0.262823,123.52,1
128844,-15.131744,5.437155,-27.466802,6.126362,-17.411971,-2.894547,-18.847345,1.874598,-3.397262,-15.368325,5.90416,-14.464235,1.816112,-9.407473,0.131553,-12.639343,-19.326475,-6.587556,4.657542,1.084804,1.310143,1.235249,1.272152,0.811634,-2.155515,-0.225963,-0.229603,0.108371,128.67,1
156126,-6.358689,3.802922,-5.972841,6.582791,-3.264671,0.569096,-6.712856,-2.357724,-2.357213,-5.441837,4.542044,-8.536629,-0.954095,-7.142671,-0.700745,-4.986807,-10.427161,-1.659815,1.453932,-1.99068,1.001256,0.526156,0.590811,0.152452,-0.394103,-0.377758,-1.077654,-0.118389,298.89,1
172792,-5.919079,2.737755,-9.684538,6.019699,-0.731597,-0.597647,-13.577073,-0.314921,-1.628521,-5.574143,6.128821,-11.500833,-0.269241,-12.162789,0.385519,-6.980973,-10.731076,-1.870492,2.603988,0.290772,1.268613,0.567503,0.659596,-1.095157,-1.522232,0.208429,0.910466,0.097509,4.72,1
21823,-14.185814,2.423484,-7.08828,6.388732,-7.207864,0.266124,-4.082996,-0.405381,-3.458931,-11.221076,5.27415,-6.850094,-0.964738,-9.932397,0.709764,-6.728274,-7.543404,-2.685187,2.529947,0.651925,0.257183,1.478378,-0.644829,-0.826279,0.516199,0.230851,0.548716,0.102586,468.17,1
123963,-3.610936,6.151134,-3.582869,4.597358,-0.698026,-0.724588,-2.593648,-4.077851,-3.075348,-0.611449,0.060697,-1.077802,-0.969654,-3.010349,-0.864252,0.165425,-0.179898,-0.680598,-1.209699,0.421318,0.060825,-0.199396,0.261805,-0.51836,0.192579,0.865357,-0.1476,0.103814,3.51,1
21709,-12.738451,5.653857,-5.762137,5.256961,-7.592292,-0.956498,-12.051859,-0.630903,-2.424412,-10.907632,4.955647,-9.937794,-0.031476,-3.813826,-0.446497,-5.892998,-8.88972,-4.138509,0.050361,0.319034,0.550315,-0.272751,-0.346003,0.02161,0.506989,-0.338947,0.339076,-0.126282,54.91,1
129334,-1.082752,4.419577,-6.833643,3.597197,-1.02301,-0.951571,-0.858526,-1.435796,-1.900845,-4.00516,1.449151,-3.021189,0.724584,-9.925839,-0.455467,-3.068695,-4.249943,-0.945677,-0.052672,-0.161119,1.331822,-3.238229,0.16118,0.513468,1.72203,-0.211821,0.128678,0.313726,38.29,1
69769,-4.7901,8.226866,-7.554413,3.890746,-7.244356,-2.640919,-3.199286,0.411612,-1.634126,-5.031591,3.822845,-4.652805,-0.565645,-5.976952,0.580736,-3.365743,-2.52374,-0.565347,1.555985,0.4094,2.486896,-1.158132,-0.597722,0.441291,0.925753,-0.415022,-0.284488,0.38321,29.49,1
62740,-1.775776,1.621975,-1.859723,2.649388,0.10495,-2.293883,-2.047686,0.484969,-2.335328,-3.871306,2.929752,-3.926055,-0.182261,-7.908838,0.464399,-1.925717,-3.17972,-0.740057,0.264179,-1.365864,0.222434,-0.473779,-0.386808,0.375153,0.56906,0.197675,0.314208,-0.350125,0.11,1
54339,-5.130694,4.337036,-9.220004,9.071354,-9.17152,-2.679775,-6.33069,2.354563,-6.228716,-6.730651,4.868844,-12.279682,-0.63813,-8.672537,-0.504788,-7.909842,-16.098244,-7.383506,0.673543,-1.113663,0.44117,-0.033055,0.174681,0.627001,-0.568582,-0.124254,-1.04112,-0.307015,0.51,1
86281,1.378498,0.241603,2.08672,4.052011,3.673767,2.518631,-1.371232,-56.307128,1.196196,1.58247,1.855259,0.325116,-2.127825,-2.872482,0.165903,1.32115,3.676336,1.703731,-1.484317,-0.242261,0.085732,-0.930738,0.098006,-0.762703,-0.106001,0.551985,0.158316,0.60691,4.85,1
148507,-0.300701,0.330549,-4.201467,1.594116,2.059135,-1.027934,1.435751,-1.649839,0.13654,-0.266614,1.252136,-2.102829,-1.632007,-6.181326,0.713372,1.279622,3.076761,2.044067,-1.454632,-0.58971,-0.118385,-0.152526,-0.369197,-0.247238,0.249259,-0.03907,1.069508,0.350415,0.06,1
57700,-6.728418,6.742477,-8.859966,2.456619,-9.219739,-5.126892,-10.383845,17.076253,-4.747346,-12.364896,4.764977,-10.135849,-0.348628,-10.523411,1.822024,-8.296354,-19.242234,-6.777412,1.251901,-0.802773,1.311443,-0.074159,-0.287169,0.919792,0.521267,-0.201753,0.685899,0.240468,17.32,1
106205,2.371297,-1.094004,3.389455,-0.122736,4.754086,-1.156466,2.527552,-1.525464,1.682652,1.04576,1.644886,-1.376731,-0.957452,-5.88696,0.073285,0.362172,1.604196,1.381913,-1.982159,-1.274606,0.345402,-1.398027,-0.609025,-0.34959,0.399685,0.005767,0.116055,0.917272,3.58,1
140917,-3.047665,1.334417,-7.004903,2.365075,-5.414084,-1.64192,-2.675917,4.363654,-2.714934,-6.089089,1.065258,-5.679998,-2.113146,-5.170978,0.699389,-5.742306,-9.056974,-4.264193,1.551576,-0.045223,0.812311,0.174864,0.129781,-0.445549,-0.285862,-0.196798,0.282322,-0.09659,103.43,1
101431,-1.677676,0.260833,-1.504649,3.353937,-1.750214,-0.243329,-1.373138,0.63579,-2.477019,-3.510243,1.853203,-4.568225,-0.354019,-5.492016,0.853649,-4.257928,-7.386103,-1.666286,2.948462,0.304797,1.598212,0.454698,-0.563,-0.455305,-0.150553,0.389798,0.905343,-0.301787,220.82,1
37954,-9.123271,10.936991,-29.549725,12.712301,-6.076169,-4.963899,-38.897564,16.693888,-9.485098,-23.64983,13.340475,-19.100804,-1.151677,-19.897786,-1.636476,-13.48664,-22.652132,-8.973761,2.549431,0.205493,0.538023,-0.121412,-1.45026,-1.31689,-0.212792,0.383503,4.158193,-0.207994,0.6,1
107859,-9.937787,5.480648,-16.821382,4.02057,-5.650494,-8.835018,-10.447645,5.976606,-3.695469,-7.419544,3.517019,-7.342692,2.281564,-9.072243,0.48469,-4.233349,-11.059401,-4.329877,1.983932,0.414656,0.425468,-0.188219,-0.487678,0.167442,0.201426,0.10599,-1.940862,0.152016,43.14,1
42648,-4.290352,2.907884,-2.583099,2.887947,-2.850067,-0.219998,-3.147699,2.296996,-0.708521,-1.123329,2.290671,-2.593623,0.125694,-4.766896,1.554062,-3.385558,-4.259754,-2.158677,2.715708,-1.433681,1.690399,-0.118734,0.07345,-0.460373,-0.478774,-0.018378,0.688047,0.448833,121.4,1
42814,-0.835963,3.591209,-6.120052,4.4859,-2.17689,-2.800096,-3.294134,-0.02987,-2.980167,-5.717628,1.967868,-1.982751,1.177029,-2.740079,-0.475549,0.234306,-1.452653,-0.301235,-1.076711,1.34819,-3.480011,-0.04122,-0.268298,0.131846,0.648827,-0.246155,-1.7171,0.058462,0.01,1
109110,1.178037,-2.597022,0.091297,1.735626,4.584598,-1.304962,3.402897,-4.495782,0.498328,1.723803,0.275425,-0.271258,1.112041,-0.251554,0.975796,0.893463,3.624229,1.733034,-0.123548,-1.765125,-0.564764,0.127371,-0.113037,0.556292,-1.570445,-0.507302,-1.031498,-1.28288,177.58,1
92609,-3.173984,-0.15961,-5.141313,8.497248,-0.883577,-2.854234,-2.342314,0.407211,-5.303736,-6.352553,2.818778,-6.307442,-1.532104,-6.81706,1.136652,-5.290337,-8.894555,-3.62484,-0.236293,6.70618,0.25116,0.518671,-0.259859,0.252478,-0.384278,-0.327202,1.768088,0.046844,0.54,1
28468,4.73748,5.154347,-0.293146,2.033475,-0.990309,0.770855,0.835644,0.351748,-3.345212,-4.626946,2.830613,-4.43652,-0.942524,-9.307643,-1.82368,-3.159413,-4.709465,-2.006227,-0.595,0.598078,-0.864453,0.026487,-0.334733,-0.718309,0.278123,0.072139,1.623519,0.434655,0.01,1
24261,-1.153213,4.328186,-6.034428,5.815033,-3.448872,-1.592872,-7.705286,2.685458,-1.345106,-4.688318,6.686427,-10.038912,1.341899,-12.737018,0.366563,-7.294183,-13.260146,-4.880046,1.750161,0.123689,2.020518,-0.355278,-0.066608,-1.060252,-0.759326,0.165869,1.934308,0.901667,3.32,1
106397,-2.390359,6.050407,-7.983722,6.772238,-1.680619,-0.123948,-11.539546,-0.70266,-3.841729,-10.249862,3.555597,-8.845186,-0.967894,-7.618329,-0.085892,-4.044764,-5.445772,-2.039281,0.881665,0.336919,0.384128,0.62044,1.271694,-0.047724,-1.409939,0.029385,-0.279848,-0.024407,1.43,1
3677,-0.7532,1.841411,-1.864793,5.93884,-6.257558,1.192139,-0.827263,0.706226,-3.742284,-5.366693,3.453711,-5.21671,-0.192064,-5.740624,0.161235,-3.098519,-7.809613,-2.285312,1.087579,0.842221,0.075254,0.811781,0.144867,0.184577,-0.216182,0.210148,1.066668,-0.091714,247.75,1
8683,-1.062441,1.935325,-3.112002,5.013038,-2.092749,-2.71741,-0.529984,1.750279,-2.168397,-2.865178,5.71355,-6.217948,1.132556,-11.126876,1.373404,-4.102379,-7.140398,-2.376376,0.694395,0.188302,2.722412,-2.778997,-0.332987,0.179742,2.041661,-0.394352,2.350202,0.164042,63.93,1
100259,-1.407103,0.467404,-3.26745,0.999335,1.297065,-2.68431,-0.556888,0.916819,-0.181374,-2.454633,2.014538,-3.335756,2.019169,-1.390915,1.253524,0.799815,1.600494,0.535828,-0.69607,-5.782673,0.101862,0.338075,-1.015563,-0.508922,0.500263,0.134106,-2.002864,-1.732175,55.48,1
79020,-2.637204,-1.080416,-0.876443,0.626019,0.965611,-1.280065,0.046773,1.237334,-2.52203,-3.335084,1.456045,-1.436544,-1.019207,-2.137027,-1.335421,-3.186225,-7.388072,-1.978024,0.871738,-0.724457,1.047886,0.57243,-0.829216,-0.07612,0.221261,-0.201912,1.216923,-0.078266,0.62,1
51767,-1.362705,1.859853,-3.733078,4.953359,0.061796,-1.198342,-1.399339,-0.952551,-1.790783,-1.177201,0.905989,-0.887184,0.205567,-2.813968,1.225674,0.80133,1.919887,0.232881,-0.759386,0.261834,-1.007082,-0.650315,0.076666,-0.444719,0.179777,0.452176,0.479229,-0.157315,64.39,1
76226,0.652052,0.886493,-3.117811,4.841402,-1.050694,0.469497,0.688371,-0.034451,-0.073884,-1.208003,3.145934,-4.804656,1.820516,-6.650144,0.375208,-0.847237,-1.305052,0.669571,1.558544,-0.467599,1.37124,0.213501,0.400211,-0.950779,-1.724822,0.25727,-1.124869,-0.169328,321.45,1
90591,-4.191005,4.585746,-8.12381,5.54492,-3.856348,-1.239284,-11.35464,0.28467,-2.724576,-7.33412,1.557533,-4.433659,-0.72186,-5.009265,0.489668,-4.962438,-4.924228,-2.410877,2.204217,1.039747,0.494499,0.560884,0.261525,-0.10151,-1.060411,-0.171173,-0.073486,0.507854,0.21,1
70775,-30.293924,17.00775,-30.76708,9.557747,-12.653861,-6.698059,-33.612428,4.945795,-9.373421,-16.667979,8.95318,-13.542219,1.245913,-16.53737,0.307968,-11.836817,-22.018853,-8.132912,3.471587,-0.830618,0.972778,-0.507068,-0.243295,0.14601,0.405303,0.527309,0.433774,-0.862655,8.46,1
166615,2.235393,0.79464,-0.461435,2.89966,2.044961,0.001488,0.001533,-0.638084,-1.057542,-2.133829,1.384076,-1.789492,-2.220376,-5.967876,0.587857,-1.294436,-0.132305,0.501866,0.344613,0.115334,0.098499,2.004749,0.236264,-0.114528,-1.506227,-0.386742,0.230132,0.368896,14.14,1
20914,-3.386516,2.067263,-4.064493,5.158795,-2.091542,-1.494289,-5.138889,0.36826,-2.374146,-3.623121,4.632715,-6.623117,0.689048,-4.546895,-0.224523,-3.521954,-7.428273,-2.994762,0.397646,0.732968,-0.092652,-0.132898,0.358755,0.080442,-1.209182,0.21861,-0.269917,0.040968,105.43,1
56534,-5.460805,5.348288,-17.128292,12.809828,0.807342,-2.591634,-7.158753,0.910429,-7.219818,-4.437946,4.149409,-9.085599,1.088492,-14.147505,-1.01838,-1.539472,-3.697352,-0.619095,-1.401288,0.533734,2.619709,-3.852744,0.079465,-0.334456,0.260787,0.901858,0.32213,0.805005,59.37,1
13802,3.328774,2.923431,-5.252498,9.19244,1.502013,-2.703466,-1.417845,3.312004,-3.266982,-2.505703,7.711951,-6.337901,-0.160192,-12.602922,0.203754,-1.098449,-1.694242,1.064032,-0.094842,1.562203,0.617723,-1.83615,-0.677482,-0.85007,0.706731,0.731586,5.199078,0.94638,0.06,1
141574,-5.396294,1.059065,-4.740768,7.476045,-1.586998,-0.2701,-4.068213,1.077881,-1.456144,-2.795035,3.78641,-4.628104,0.698182,-9.769936,0.108671,-2.872483,-6.296975,-1.11707,0.641166,-0.182633,0.356562,-0.076041,-0.923738,-1.110497,-0.379418,0.421536,1.963905,-0.231616,283.83,1
10778,-9.213766,9.864166,-15.678262,5.906488,-8.815268,-2.605409,-17.664218,1.036911,-7.479221,-14.926603,8.14863,-16.459869,-0.54508,-12.048305,-0.126685,-11.113687,-21.906611,-8.602474,0.15884,0.526374,1.316556,0.222354,-1.359559,-0.815361,1.51436,1.122379,1.165012,0.641094,0.32,1
117953,-8.520911,3.072954,-6.422696,4.514307,-1.596753,-0.890033,-9.548455,0.23595,-2.450371,-2.338253,0.952247,-0.903172,-0.842943,-2.072398,-0.79404,-3.289198,-3.544527,-1.843852,1.171206,-0.22387,0.058495,0.852527,0.552739,0.042311,0.093081,0.302889,0.495877,0.334423,0.03,1
55139,-30.077726,6.251797,-18.172267,3.62799,-19.313004,-1.891636,-22.478197,0.449623,-5.216909,-15.757914,3.367767,-8.580104,0.451153,-5.072798,-0.475143,-11.023354,-20.993739,-8.611149,1.646148,2.548738,-0.039551,2.823166,-0.341288,0.803216,0.228376,-0.224519,0.264744,0.362337,260.32,1
